id,title,description,publishTime,kind_stats,duration_seconds,viewCount,likeCount,commentCount,like_to_view_ratio
dFr5YQaQQdo,"I Gave $20,000 To People From An Ice Cream Truck",I gave away $20000 New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG To be 100% honest it was ...,2018-05-02 22:11:00+00:00,youtube#video,822,14142927,333063,21838.0,0.02354979276920541
GLoeAJUcz38,"Press This Button To Win $100,000!","Push the red subscribe button and you could also win $100000! (Seriously, we always fly subscribers down lol) New Merch ...",2020-11-14 21:00:02+00:00,youtube#video,911,145527042,2762425,83853.0,0.018982210880091964
HBMmK1c44sE,I Spent 24 Hours In A Doomsday Bunker,The bunker gets crazier as the video goes on! SUBSCRIBE OR YOU'LL HAVE BAD LUCK For more info on this bunker check out ...,2020-04-11 20:00:00+00:00,youtube#video,719,102795467,2080395,77842.0,0.02023819785749891
IYVjOfoU3uI,I Gave My Credit Card To Random People,Watch until the end to see how much they spend! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2020-02-01 21:00:01+00:00,youtube#video,1008,101244292,2815381,94482.0,0.027807799772060236
UE5AHE2Ypr8,"I Gave My 40,000,000th Subscriber 40 Cars",I was able to afford this because you guys bought the 40 mil merch! Thank you so much!!! Buy New Merch!,2020-09-19 20:00:02+00:00,youtube#video,1031,87102771,3128951,178670.0,0.035922519617659465
52ubXjlVzUY,"Donating $100,000 To A Random Fortnite Streamer",THIS IS THE MOST MONEY I'VE EVER DONE IN A VIDEO!! Download Quidd For Free - http://bit.ly/2AIsjyv This is simon aka ...,2018-08-05 22:00:00+00:00,youtube#video,1382,49107493,1037696,51877.0,0.021131113331319926
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...,2018-08-15 21:08:59+00:00,youtube#video,1187,49047821,930096,32951.0,0.018963044250222653
fMfipiV_17o,"Would You Sit In Snakes For $10,000?",Would you sit in a tub of snakes for $10000? New Merch - https://shopmrbeast.com/ Subscribe to Brian Barczyk: ...,2021-04-10 21:00:07+00:00,youtube#video,849,109152270,3125932,133872.0,0.02863826835667275
mpZWt5pGKZ8,The Real Way Dinosaurs Went Extinct,SCHOOLS HAVE BEEN LYING TO YOU ALL YOUR LIFE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,2018-06-28 21:12:01+00:00,youtube#video,351,24150678,665682,44254.0,0.02756369821170238
nd-bwvNB7YA,Destroying My Friend&#39;s Car And Surprising Him With A New One - Slime,YOU WON'T BELIEVE WHAT CAR WE GOT HIM!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-08-28 22:08:59+00:00,youtube#video,971,85399212,1938017,64569.0,0.02269361689192167
YyhKdOCwD7s,24 Hours In The Most Haunted Place On Earth,YOU WON'T BELIEVE WHAT WE FOUND! lol New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2019-05-30 20:07:01+00:00,youtube#video,907,53637455,1727423,114242.0,0.03220553622464004
SZQhgExjBvQ,I Survived 24 Hours Straight In Ice,i borderline went crazy about 17 hours in... New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2020-10-29 20:17:44+00:00,youtube#video,694,85113492,2833891,187948.0,0.03329543804876435
NS3hse9ezik,"Last To Leave Ramen Noodle Pool Wins $20,000","Whoever left the ramen noodles last, won $20000! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...",2019-09-13 20:00:05+00:00,youtube#video,872,42663444,1024261,43030.0,0.024007930536503335
P4qWhSZ7_WA,Things That SHOULDN&#39;T Be Sold On Amazon,I bought a bunch of stuff that probably shouldn't be sold on amazon. New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-09-21 22:06:01+00:00,youtube#video,846,86162309,1367280,49576.0,0.015868655516183997
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),"Dear future me, please do not be dead. Btw I also made a video for 1 and 10 years in the future!",2016-04-04 19:30:01+00:00,youtube#video,145,1720103,113655,12064.0,0.0660745315832831
9GD6hbqu2oM,I Spent 24 Hours Straight In Slime,THIS WAS THE MOST DISGUSTING THING I HAVE EVER DONE I STILL HAVE A RASH FROM IT LOL subscribe for a car New ...,2018-10-09 20:05:02+00:00,youtube#video,878,37343693,844625,34343.0,0.022617607744365293
ep7S1XnuQLU,"5,000 Hype",My Friend - https://www.youtube.com/watch?v=VJnczlbjyss Lets get him over 500 subs :),2015-08-11 10:00:00+00:00,youtube#video,184,68280,1890,457.0,0.027680140597539545
GUWGsIVEMSQ,"Surprising Tfue With $10,000 Live - Fortnite",YOU WON'T BELIEVE HOW HE REACTED!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG This is a ...,2018-10-04 20:07:01+00:00,youtube#video,923,64588022,1377667,48151.0,0.021330069528990993
tBEBc4KQVsU,I Hope This Magic Trick Works,WE ATTEMPTED POPULAR MAGIC TRICKS AND THIS HAPPENED OPEN and follow all these guys! Chris Ramsey ...,2018-09-11 21:13:59+00:00,youtube#video,982,38328312,654619,19884.0,0.017079254625144983
xRwy_rKc7gI,World&#39;s Largest Bowl Of Cereal,YOU WON'T BELIEVE HOW BIG IT WAS LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG In this ...,2019-05-15 21:05:01+00:00,youtube#video,942,94292762,1854976,80215.0,0.019672517387919978
TOcGSwJBPMQ,I Spent 24 Hours Straight At Area 51,YOU WON'T BELIEVE WHAT WE FOUND OUT!!!!!! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2019-08-02 21:00:01+00:00,youtube#video,919,75223134,2155891,90618.0,0.028659946553144144
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,"HOW DID IT DO THAT? like for a free package PO BOX ADDRESS 740 SE Greenville Blvd., Ste. 400-344 Greenville, NC 27858 ...",2016-12-18 02:00:04+00:00,youtube#video,612,8221419,702067,16243.0,0.08539486918255838
YQDDm9HLkV4,I Adopted EVERY Dog In A Dog Shelter,"This is my favorite video i have ever made, it took me 9 months to film. PLEASE DONATE HERE: https://furkids.org/donation/ New ...",2020-07-23 20:00:11+00:00,youtube#video,964,104797858,3343738,190567.0,0.031906549082329524
Y74b7WlcEpk,More birds IN MINECRAFT!!,Basically what this mod does is adds more birds to minecraft. i forgot to mention that you can find nest which have eggs in them....,2013-01-12 23:35:45+00:00,youtube#video,126,508657,21805,2586.0,0.04286778713356938
gYaxI_allkQ,Am I Ian From Smosh????,Is Mr.Beast actually Ian from Smosh? This is something that I actually get asked a lot. Twitter Please Follow!,2015-08-02 19:09:03+00:00,youtube#video,138,336265,5978,421.0,0.017777645606887424
uE6gud1voDs,"Ordering Water Then Tipping $30,000",You won't believe how they reacted to the $30000 we tipped! subscribe for a car New Merch - https://shopmrbeast.com/ ...,2018-10-23 20:11:02+00:00,youtube#video,723,39714916,1067119,47639.0,0.02686947644557526
XE9pUM9MEFA,I Built A Working Car Using Only LEGOS,I CAN'T BELIEVE WE DROVE THIS ON THE HIGHWAY Subscribe for a cookie New Merch - https://shopmrbeast.com/ SONG ...,2018-06-23 21:09:58+00:00,youtube#video,750,60094101,1357892,101318.0,0.022596094748135096
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,I this video I talk about 5 channels that I think will get a ton of subs over the next year and more than likely make it big.,2014-05-31 21:06:55+00:00,youtube#video,264,115490,3398,634.0,0.029422460819118538
urtFrxDUV6c,"Would YOU Quit School For $100,000?",You won't believe what they chose! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2021-07-10 20:00:09+00:00,youtube#video,694,55202068,2004164,78869.0,0.0363059586825624
ktyJIj6i4Qw,"If You Can Carry $1,000,000 You Keep It!",Exclusive Merch Here - https://shopmrbeast.com/ YOU HAVE 7 DAYS TO BUY THIS SHIRT AND YOUR NAME WILL BE ADDED ...,2021-07-24 20:00:59+00:00,youtube#video,645,59015812,1997674,67953.0,0.03384980960695754
Kgu2ApayYvI,How Much Money Do I Make?????,"Thought I would mix it up and instead of talking about a different youtuber, I talk about my self :) = Enjoy the video? Click here!",2014-03-16 01:24:25+00:00,youtube#video,250,84770,2929,497.0,0.0345523180370414
AKJfakEsgy0,Hi Me In 5 Years,This video was filmed 5 years ago You better have a million subscribers! I added some clips from the other hi me videos to this ...,2020-10-04 20:00:54+00:00,youtube#video,128,54420826,4020866,202949.0,0.07388469259911637
8D3vI1615K4,Fidget Spinner Vs Face (Legit Had To Get Stitches),THIS IS NOT CLICKBAIT Enter $500 Giftcard Giveaway: http://bit.ly/2nVhJgm SUBSCRIBE FOR A FREE CAR CLICK HERE TO ...,2017-05-02 23:30:00+00:00,youtube#video,427,34564059,1302416,80540.0,0.03768122256706019
52ubXjlVzUY,"Donating $100,000 To A Random Fortnite Streamer",THIS IS THE MOST MONEY I'VE EVER DONE IN A VIDEO!! Download Quidd For Free - http://bit.ly/2AIsjyv This is simon aka ...,2018-08-05 22:00:00+00:00,youtube#video,1382,49107493,1037696,51877.0,0.021131113331319926
Vl3swga-Xrk,"Would You Rather Have A Giant Diamond or $100,000?",I cant believe i spent this much again.... Download link: https://dragoncity.onelink.me/DDHl/MrBeast New Merch ...,2020-09-26 20:40:02+00:00,youtube#video,805,84145733,2036903,72896.0,0.024206848373404744
rH1D_3G56DY,Returning Destroyed Rental Cars Prank,"YOU WON'T BELIEVE HOW THE MANAGER REACTED LOL In this video we returned car in an experiement. If you diy this, be ...",2018-07-27 21:09:00+00:00,youtube#video,630,31253076,512955,18067.0,0.01641294444105278
KzwTYZ2W3ZA,Microwaving A Microwave,IT BLEW UP WTF like or i steal yo girl ...,2016-12-09 02:45:18+00:00,youtube#video,604,10839661,417870,42810.0,0.038550098568580694
nywT2SenPIo,"Last To Remove Hand, Gets Lamborghini Challenge",YOU WON'T BELIEVE WHO WINS THE COMPETITION AND HOW THEY DO IT! New Merch - https://shopmrbeast.com/ ...,2018-11-02 20:05:01+00:00,youtube#video,1187,69218300,1400722,75483.0,0.020236295892849147
bFZdU9dr4OM,Rocket League In Real Life!,THIS WAS THE CRAZIEST THING WE HAVE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...,2018-09-01 21:08:58+00:00,youtube#video,775,25522152,480682,16674.0,0.018833913378464323
d7QmQtNwhcU,"Can 1,000 Rolls Of Duct Tape Stop A Car??",WILL THE CAR MAKE IT THROUGH? Download PUBGMOBILE: http://bit.ly/MrBeastPubG Can 1000 rolls of duck tape stop a car?,2018-04-30 22:09:00+00:00,youtube#video,623,24391194,500404,25163.0,0.020515764828896856
Lx9fRu5ehFo,We Are Better Than Dude Perfect,We are better Music By - https://m.youtube.com/channel/UCJrYFqO8sG-KtqUhWRtQL4w SUBSCRIBE FOR A FREE CAR CLICK ...,2017-06-24 18:40:12+00:00,youtube#video,158,22953310,582620,38139.0,0.025382831495762485
q6Qw8mUVTrE,I Put 10 Million Legos in Friend&#39;s House,YOU WON'T BELIEVE HOW HE REACTED WHEN HE CAME HOME LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR ...,2019-01-18 22:04:59+00:00,youtube#video,917,46254313,924864,60152.0,0.019995194826480288
Izmibu7dxcs,Destroying My Friend&#39;s Car And Surprising Him With A New One,HE DIDN'T SEE IT COMING LOL Download Quidd Here - http://bit.ly/2IGS5mb SUBSCRIBE OR I DELETE YOUR MINECRAFT ...,2018-04-13 22:21:00+00:00,youtube#video,912,36327719,588243,36674.0,0.016192676451830076
foLlul8Tl3E,"I Donated $50,000 To Ninja - Fortnite",HIS REACTION TO THE $50000 WAS INSANE! Join Honey for FREE at https://www.joinhoney.com/mrbeast I donated to twitch ...,2018-07-14 21:06:00+00:00,youtube#video,1322,89812159,2008143,63348.0,0.02235936673117946
3TflpIllQHY,I Put 100 Million Orbeez In My Friend&#39;s Backyard,THIS WAS THE CRAZIEST THING WE HAVE EVER DONE LOL New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE ...,2018-11-22 21:08:01+00:00,youtube#video,891,151143603,3966861,136009.0,0.0262456426951791
sg_XFT4K3N4,"I Dropped $20,000 From A Drone",THIS WAS THE CRAZIEST THING I'VE EVER DONE Buy My Apparel So I Don't Go Broke - https://mrbeastshop.shop/ ...,2018-03-08 00:13:02+00:00,youtube#video,711,7497101,240507,17835.0,0.03207999998932921
6_im_hGxGRk,Spending 24 Hours Straight Under Water Challenge,I CAN'T BELIEVE I ACTUALLY DID THIS!!!!!!! Funniest Shirts On The Internet - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE ...,2018-08-24 22:09:00+00:00,youtube#video,911,96310085,2510799,105267.0,0.02606994895705886
t4OumncEiKo,I Took Apart My Friends Car And Put It In His Room,WE PUT HIS CAR IN HIS ROOM AND SURPRISED HIM Visit https://spons.org/MrBeast on your iPhone or Android phone to install ...,2018-05-25 22:41:59+00:00,youtube#video,734,14751108,291593,12424.0,0.01976753203894921
Su34c5Z8DW4,I Put Millions Of Pennies In My Friends Backyard,YOU WON'T BELIEVE HOW HE REACTED TO THIS New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-12-08 21:05:02+00:00,youtube#video,881,72734247,1466212,57745.0,0.020158481877182284
Ih2WTyY62J4,"$250,000 Influencer Rock, Paper, Scissors Tournament","This rock, paper, scissors tournament consists of 32 of the worlds biggest influencers! $250000 will go to a charity of the winner's ...",2020-04-26 01:36:25+00:00,youtube#video,1680,42637553,1566528,57088.0,0.03674056998533663
_uwNDiU04zE,"If You Press This, I’ll Pay...",Subscribe and I'll Donate $0.10 To Charity Play Rogue Company FREE today! http://hrz.io/MrBeast New Merch ...,2021-02-13 21:00:01+00:00,youtube#video,719,43238893,2651923,155975.0,0.061331889324733636
PJyWmlWNor8,WHY DO THEY SELL THIS ON AMAZON?,"HOW DID IT DO THAT? like for a free package PO BOX ADDRESS 740 SE Greenville Blvd., Ste. 400-344 Greenville, NC 27858 ...",2016-12-18 02:00:04+00:00,youtube#video,612,8221419,702067,16243.0,0.08539486918255838
op0N7axawJA,"I Gave $20,000 To Random Homeless People",THEY WERE SO HAPPY! NEW Merch Store! - https://mrbeastshop.shop/ ...,2018-02-17 00:40:00+00:00,youtube#video,656,43245962,1206819,75178.0,0.027905934893990795
9vB-48kHbBU,I Built A Giant House Using Only Legos,THIS TOOK US OVER AN ENTIRE MONTH TO BUILD THIS HOUSE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I ...,2018-12-02 20:05:01+00:00,youtube#video,829,54418062,928086,50622.0,0.017054741861259225
9yrdFAJUSaU,"Donating $100,000 To Shroud In Real Life","YOU WON'T BELIEVE HOW HE REACTED TO THIS LOL Download Apex Legends for free on PC, PS4, and Xbox here: ...",2019-04-04 21:05:59+00:00,youtube#video,854,29240368,834320,21552.0,0.02853315662785092
MC5h-ShR-S8,"We Drove 3,000 Miles For The World&#39;s Best Burger",THIS WAS THE CRAZIEST THING I'VE EVER DONE! New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR DOG ...,2018-06-09 21:13:59+00:00,youtube#video,926,45984373,1091308,96737.0,0.023732149180331327
xpNeg0hPZIs,Playing Battleship With Real Ships,THIS IS 100% THE BEST THING WE HAVE EVER DONE! Open to see giveaway entries! 1.) Follow ...,2019-04-06 20:05:58+00:00,youtube#video,932,31104058,872777,35715.0,0.028059907810099892
2O8wta4FsD4,STUPIDEST PERSN ON EART (Really Dumb),HOW IS HE SO STUPID? like or I eat your mom's dinner Rock - https://www.youtube.com/watch?v=KkS_sth28rs Paper ...,2016-11-28 00:01:52+00:00,youtube#video,326,2440007,184985,13369.0,0.07581330709297146
XKFKPQHdWRI,Breaking Glass Using Only Megaphones,100 MEGAPHONES VS GLASS!!! SUBSCRIBE OR I DELETE YOUR MINECRAFT ACCOUNT NEW Merch Store! - mrbeast.shop ...,2018-03-17 22:22:47+00:00,youtube#video,552,49984992,1305860,78126.0,0.026125041692514426
iUzi5JmJNWc,Surprising Strangers With 100 Zombies - Experiment,YOU WON'T BELIEVE HOW PEOPLE REACTED TO THIS LOL Download PUBG Mobile For Free - http://bit.ly/PUBGMBeast ...,2019-03-03 22:04:59+00:00,youtube#video,721,48247473,1425807,56359.0,0.029551951871137374
yUXIx2l8kko,I Bought An Abandoned Storage Unit And Found This..,CRAZIEST DAY OF MY LIFE SUBSCRIBE FOR A FREE CAR BUY ASIAN STICKER HERE https://mrbeast.shop/ ...,2017-12-01 23:44:58+00:00,youtube#video,729,33946503,592804,23978.0,0.01746288859267772
9-HphHIJS9c,"How I Gave Away $1,000,000","lots of you ask where my money comes from, so here ya go New Merch - https://shopmrbeast.com/ SUBSCRIBE OR I TAKE YOUR ...",2018-12-25 21:05:01+00:00,youtube#video,914,14038257,485758,35392.0,0.034602443878894655
b91vrgVY-ZQ,"Attempting The Impossible Maze - $10,000 Challenge",NO ONE HAS EVER SOLVED THIS MAZE!! Build A Website For Free - https://www.wix.com/go/mrbeast 7000000th Subscriber ...,2018-08-15 21:08:59+00:00,youtube#video,1187,49047821,930096,32951.0,0.018963044250222653
5Hg_QSIJm8I,"I Gave $200,000 To People Who Lost Their Jobs (Corona Virus)",A lot of people are going through a ruff time right now so I tried my best to do some good :) Get the best deals while you're stuck at ...,2020-05-07 19:59:59+00:00,youtube#video,992,34770962,1287683,67596.0,0.03703328656825773
BMZP4CtphaU,Life Hacks You Need To Know,I CAN'T BELIEVE THIS WORKED! BUY ERIC HERE - https://mrbeast.shop/ ...,2017-12-08 22:49:10+00:00,youtube#video,604,7027186,195098,11227.0,0.027763318062165993
NZR4WEjpOQg,Winning A Game Of Fortnite In The Middle Of The Ocean,"I CAN'T BELIEVE I DID THIS, IT WAS CRAZY SUBSCRIBE OR I TAKE YOUR DOG Outro winner ...",2018-04-25 22:09:02+00:00,youtube#video,615,28869730,735912,49482.0,0.025490782213758147
ZV7rU6lnAKQ,"$200,000 Youtuber Battle Royale",Check out part 2 here: https://www.youtube.com/watch?v=P845PrVtWIk 13 Teams All Competing For $200000 ...,2019-03-12 22:00:00+00:00,youtube#video,1584,44391052,1575434,146908.0,0.03548990008166511
gKVZz4kcuns,"$10,000 Games Of Rock Paper Scissors",THESE ARE THE MOST EPIC GAMES OF ROCK PAPER SCISSORS EVER! DOWNLOAD THE BEST APP EVER HERE ...,2018-11-04 21:05:02+00:00,youtube#video,787,16997867,480292,26100.0,0.028256015887169843
g2rbhIB-ITM,"I Donated $30,000 To A Random Twitch Streamer (world record)",WE CHANGED HIS LIFE! Download Like here - https://like.onelink.me/FvnB/e11cc55c SUBSCRIBE FOR A FREE CAR ...,2018-01-28 00:11:02+00:00,youtube#video,1106,32025776,1039924,57446.0,0.032471469231533996
uotb9ZHnI2g,"Tipping Pizza Delivery Guys $10,000",Download Quidd - http://bit.ly/2x2KvwR Please support them for making this possible! SUBSCRIBE FOR A FREE CAR ...,2017-08-23 21:44:24+00:00,youtube#video,769,21665288,678066,41836.0,0.031297345320311455
rPXmbM2UEbU,"Giving $100,000 To A Homeless Person","THIS VIDEO IS ONE OF OUR BEST VIDEOS TO DATE, I LOVE IT! Download Dragon City Here ...",2018-12-23 21:00:01+00:00,youtube#video,884,28172177,981231,73387.0,0.03482978968930942
QapO3maXd9k,Donating $10000 To Pewdiepie,I love Pewdiepie and we must help when he wants help! Donate To CRY Here - https://www.cry.org/donation/indian-donors ...,2018-12-16 21:05:02+00:00,youtube#video,915,43585366,1642182,51873.0,0.03767737088636585
Pe3pGsCeYXg,"Giving 3,000,000 Pennies To My 3,000,000th Subscriber",I GAVE HIM 3000000 PENNIES LOL SUBSCRIBE FOR A FREE CAR NEW Merch Store! - https://mrbeastshop.shop/ ...,2018-02-22 23:14:03+00:00,youtube#video,610,8486338,229209,22969.0,0.0270091763962265
fG1N5kzeAhM,Dear Future Me (Scheduled Uploaded 6 Months Ago),"Dear future me, please do not be dead. Btw I also made a video for 1 and 10 years in the future!",2016-04-04 19:30:01+00:00,youtube#video,145,1720103,113655,12064.0,0.0660745315832831
wDqJZ_2ZA3A,"I Spent $30,000 On Lottery Tickets And Won ____","LOL I CAN'T BELIEVE I DID THIS, THIS WAS INSANE!!! Get Honey For FREE at - http://joinhoney.com/mrbeast Honey has saved ...",2018-09-28 21:05:00+00:00,youtube#video,1052,16658791,418821,23161.0,0.025141140194387457
8TFq_vvO_Wg,MrBeast6000&#39;s First Video (So Bad lol),This is the first video I uploaded to this channel!,2015-11-19 21:29:40+00:00,youtube#video,187,10953561,434878,33521.0,0.03970197454508173
